,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> restart,ice/cice_in.nml -> setup_nml -> runtype
,21,1921-01-01T00:00:00,1922-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output021,28.133,,,Ryan Holmes,2023-09-19T13:26:58,95493822,0,[],normal,5694.93,1.5611111111111111,5698.830636986301,1.5621803652968036,0.015277777777777724,86703.42766519825,15.21424888510977,1505.2800000002608,1824,1455,361,0.089,495.120559,3296.9,548.58,"[48, 40]",roundrobin,30,27,1350,80,1,a1a42c8254dcd6d8da6f073a50f320a17c8d66b3,2023-09-19 12:12:58 +1000,"manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv","['2023-09-19 11:53:28: Run 21', 'update run summary']",46872,True,continue
,22,1922-01-01T00:00:00,1923-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output022,28.14,,,Ryan Holmes,2023-09-19T15:05:21,95502833,0,[],normal,5790.19,1.5872222222222223,5794.155883561643,1.5883093607305936,0.05249999999999999,84748.84228358461,14.626607220565464,1515.519999999553,1824,1455,361,0.091,506.10393,3303.42,559.06,"[48, 40]",roundrobin,30,27,1350,80,1,73bc7a0e8f903115d7eee65690289d0c04884a6b,2023-09-19 14:15:00 +1000,"manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv","['2023-09-19 13:28:09: Run 22', 'update run summary']",49104,True,continue
,23,1923-01-01T00:00:00,1924-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output023,28.138,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/restart023,5.705,Ryan Holmes,2023-09-19T16:41:01,95512023,0,[],normal,5734.45,1.5719444444444444,5738.377705479452,1.573021118721461,0.022500000000000187,86316.45993031358,15.041962094598945,1505.2800000002608,1824,1455,361,0.091,506.663346,3316.73,560.45,"[48, 40]",roundrobin,30,27,1350,80,1,331cb3e5a3720abc5bb511708cf194cbc5eddc0d,2023-09-19 15:05:39 +1000,manifests/restart.yaml,['2023-09-19 15:05:39: Run 23'],51336,True,continue
,24,1924-01-01T00:00:00,1925-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output024,28.138,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/restart024,1.46,Ryan Holmes,2023-09-19T18:17:44,95522096,0,[],normal,5698.99,1.5622222222222222,5687.311741803279,1.559020947176685,0.04972222222222222,84851.41064966396,14.919423183009851,1505.2800000002608,1824,1455,361,0.09,500.521572,3316.02,553.36,"[48, 40]",roundrobin,30,27,1350,80,1,acebe0ae667e4f1612a49d7377ecafdd7733cf79,2023-09-19 17:18:21 +1000,"manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv","['2023-09-19 16:44:11: Run 24', 'update run summary']",53568,True,continue
,25,1925-01-01T00:00:00,1926-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output025,28.137,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_ryf/restart025,5.717,Ryan Holmes,2023-09-22T11:18:07,95783067,0,[],normal,5638.19,1.5455555555555556,5642.051773972602,1.5466141552511417,63.46083333333334,2081.5886301773753,0.368941781034334,1515.519999999553,1824,1455,361,0.09,502.008885,3263.4,554.1,"[48, 40]",roundrobin,30,27,1350,80,1,0c60d50c6f4261109ad509f90dcf5ed87cd3c8c6,2023-09-22 09:44:11 +1000,"manifests/input.yaml, manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv","['update run summary', 'update run summary', '2023-09-22 09:44:11: Run 25']",55800,True,continue
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> restart,ice/cice_in.nml -> setup_nml -> runtype
Total,310,,,,9131.0,,,722.202,,31.402,,,2380000634,11,,,142080.49999999997,38.947500000000005,142084.64677711658,38.948636727424706,176.38944444444445,1825639.3675091416,321.2036815328239,37611.51999999769,45600,36375,9025,2.2609999999999997,12634.373458999999,82798.56999999999,13969.100000000004,,,750,675,33750,2000,25,,,,,691920,24,
Mean,12.4,,,0.25,365.24,,,28.88808,,4.486,,,95200025.36,0.44,"[1605833.96 1606107.28 1640876.12 1641304.08 1641643.36 1641998.28
 1642293.88 1642620.12 1642889.52 1643114.4  3804243.16]",,5683.22,1.5579000000000003,5683.385871084662,1.5579454690969883,7.349560185185186,76068.30697954756,13.383486730534331,1504.4607999999075,1824.0,1455.0,361.0,0.09044,505.37493835999993,3311.9428,558.764,44.0,,30.0,27.0,1350.0,80.0,1.0,,,,,27676.8,0.96,
Median,12.0,,,0.0,365.0,,,29.399,,5.694,,,95089798.0,0.0,[],,5678.72,1.5566666666666666,5670.441205479452,1.5543972602739724,0.018194444444444513,86544.61974309714,15.245186253038593,1505.2800000002608,1824.0,1455.0,361.0,0.09,506.10393,3310.71,558.19,44.0,,30.0,27.0,1350.0,80.0,1.0,,,,,26784.0,1.0,
